Y	X	Z
522.68	338.03	2380
525.57	370.74	2368
526.11	317.98	2332
520.55	308.71	2316
489.31	319.56	2352
552.19	314.53	2388
516.45	290.36	2380
510.19	576.11	2384
523.26	277.06	2354
526.64	283.99	2396
541.33	582.14	2346
546.15	618.83	2352
465.39	105.54	2346
459.42	85.77	2360
429.67	102.07	2368
437.41	86.12	2366
1020.17	166.98	2362.25
457.94	120.42	2318
473.01	49.13	2386
1238.13	252.79	2354.25
478.24	64.52	2372
438.52	101.71	2344
438.24	83.01	2314
436.9	56.2	2320
484.37	90.77	2344
461.62	21.6	2360
444.95	74.36	2328
460.31	62.18	2320
462.31	155.16	2370
427.4	48.9	2342
455.42	18.05	2378
474.08	-2.75	2366
189.05	-1507.11	2355.25
414.97	3.54	2368
419.2	22.14	2366
458.86	169.98	2324
439.98	8.49	2338
431.59	-16.83	2306
453.51	-5.36	2368
452.29	186.26	2378
452.66	212.35	2346
1039.15	177.49	2350.25
469.19	-13.94	2294
471.09	208.69	2316
474.42	-16.5	2392
462.99	-61.56	2424
1143.06	355.89	2404.25
980.73	56.53	2331.25
449.91	-99.66	2388
482.09	241.46	2378
1166.53	355.35	2370.25
1224.08	272.79	2386.25
435.71	-91.09	2340
1207.03	364.3	2334.25
428.14	-73.41	2314
1247.03	360.3	2348.25
434.29	-104.2	2368
441.82	467.17	2361
445.95	432.13	2385
461.84	428.96	2355
464.55	468.16	2384.69
485.34	426.87	2307
444.39	440.79	2413
486.65	461.35	2403
509.41	482.59	2370.69
457.41	486.59	2407.69
460.33	417.85	2391
514.7	546.04	2402.69
452.3	402.59	2301
462.9	417.68	2375
421.71	458.91	2421
493.81	520.86	2313
451.74	400.74	2441
470.81	384.16	2363
483.85	515.1	2391
488.32	522.26	2403.69
446.92	357.95	2291
474.62	381.96	2379
485.55	589.05	2383
485.13	591.78	2339
487.48	570.26	2451
458.6	583.21	2297
471.14	585.58	2367
477.79	636.99	2379.69
451.18	300.2	2393
485.4	273.84	2357
391.09	439.94	2360
386	435.06	2388
389.41	422.75	2342
392.27	456	2390
377.67	453.81	2360
418.94	435.02	2340
427.78	456.5	2354
431.96	417.56	2366
419.91	408.75	2328
420.56	507.18	2360.5
387.61	439.08	2382
389.33	464.15	2356
367.32	366.47	2380
400.82	394.17	2364
430.16	430.36	2272
407.7	407.95	2366
1134.66	192.96	2375
446.89	427.97	2384
431.72	524.17	2350
1077.45	147.45	2380.5
366.53	383.43	2378
378.32	370.48	2356
422.74	531.95	2361.5
410.93	527.49	2396
391.71	330.81	2364
388.12	358.85	2328
1208.83	383.43	2351
435.88	512.98	2354
374.78	375.31	2386
909.52	-8.62	2384.5
407.64	534.92	2304
1153.77	52.26	2322
415.78	541.26	2336
438.15	330.52	2354
405.3	333.49	2376
404	584	2397.5
420	298	2344
421.84	571.53	2330
423.95	339.49	2362
434.48	586.5	2362
384	512	2390.5
388	426	2375
384	478	2392
394.63	299.61	2350
382	424	2402.5
390	626	2345
404	598	2381
426.82	303.95	2344
947.74	-662.45	2168
894.22	-713.09	2152
991.53	-679.9	2210
912.56	-696.32	2208
977	-694.72	2206
920.87	-667.78	2224
934.77	-597.07	2212.55
944.04	-587.44	2198
882.4	-559.56	2244
904	-786	2207.22
907.85	-598.72	2172.55
973.31	-653.23	2234
951.4	-678.17	2240
991.47	-701.05	2196
894	-816	2199.22
894	-812	2226.22
934.85	-671.12	2220
894	-772	2194.22
983.78	-660.03	2202
924	-692	2240.72
902	-802	2211.22
924.18	-612.45	2230
919.57	-673.43	2236
912.89	-590.72	2238
986.33	-705.17	2264
943.77	-713.09	2198
973.31	-566.28	2167.55
957.23	-611.74	2196
923.14	-710.21	2226
914.63	-686.97	2188
955.5	-607.65	2205.55
992.27	-469.96	2212
905.8	-486.59	2242
925.64	-510.5	2222
993.15	-665.9	2206
955.92	-661.95	2230
964.15	-696.82	2210
917.18	-689.22	2214
933.05	-702.67	2190
1289.39	33.31	2200.7
922.98	-635.23	2234
1423.9	-156.94	2216.7
974.15	-669.51	2194
984.82	-657.35	2234
938.44	-677.62	2224
977.99	-680.31	2210
982.38	-647.17	2244
1378.46	151.35	2195.7
959.21	-742.45	2258
621.13	-638.34	2340
1247.89	11.14	2193.7
612.54	-664.82	2282
942.91	-652.25	2184
961.62	-640.61	2220
614	-668.41	2326
935.16	-749.29	2226
579.76	-673.87	2350
972.71	-596.32	2210
613.12	-605.65	2344
944.07	-793.76	2194.7
931.8	-617.67	2218
588.91	-613.42	2288
975.07	-612.69	2224
582.48	-684.06	2340
950.01	-772.36	2162
623.35	-605.46	2286
961.45	-577.04	2184
1414	-182	2225.7
983.52	-556.42	2216
936.03	-562.65	2218
623.82	-558.96	2304
945.25	-494.45	2212
626.24	-559.53	2338
1011.11	-514.08	2222
638.23	-582.37	2316
1002	-510	2217.7
966.19	-514.3	2232
651.63	-535.16	2294
1374	-302	2176.7
975.59	-489.15	2198
688.75	-523.25	2300
992.36	-490.19	2200
623.88	-569.25	2280
998.42	-493.71	2200
690.21	-537.8	2288
1510	-318	2217.7
968.8	-497.62	2242
649.78	-524.49	2290
644.08	-530.13	2344
1013.85	-483.27	2242
914.65	-871.3	2240
526.37	-793.61	2354
968.45	-470.74	2212
682.02	-483.53	2292
1005.08	-450.65	2210
654.08	-530.78	2270
941.86	-884.87	2198
698.36	-504.65	2314
977.6	-458.6	2228
659	-481.43	2314
990.65	-482.76	2182
650.64	-497.35	2364
688.45	-509.67	2308
710.23	-492.3	2328
676.33	-474.24	2292
698.77	-457.46	2318
578.14	-671.04	2258
592.01	-632.42	2228
560.41	-628.76	2280.42
582.56	-600.88	2242
617.84	-644.02	2294
604.17	-676.22	2254
568.38	-622.58	2246
554.74	-739.67	2316
596.27	-590.37	2224
1085.9	-359.37	2248.61
560.86	-684.18	2302.61
566.05	-721.83	2338
591.13	-550.77	2284
586.85	-577.2	2280
557.81	-771.13	2316
572.77	-552.96	2256
566.27	-522.28	2268
1045.98	63.09	2236.61
900.38	-657.95	2220
866.04	-704.2	2242
558.32	-860.23	2236
859.59	-701.92	2242
923.04	-690.51	2234
860.03	-696.44	2216
858.41	-667.23	2214
861.36	-670.52	2238
865.71	-674.01	2264
871.89	-683.54	2230
845.39	-641.45	2280
908.98	-652.67	2262
866.03	-671.42	2284
885.3	-585.1	2242.67
879.24	-709.33	2222
907.44	-607.77	2302
901.45	-704.94	2268
1012.83	-139.49	2232.61
1196.01	-100.44	2237.61
621.61	-623.08	2232.61
589.6	-331.73	2239.61
789.38	-259.74	2246.61
1108.67	54.86	2265.61
624	-476	2246.92
624	-530	2257.92
498.48	-631.2	2298
729.41	-656.45	2284
682.3	-655.43	2248
692.26	-667.72	2250
498.79	-642.7	2242
481.98	-667.49	2262.14
723.24	-617.12	2282
706.49	-651.19	2240
532.03	-608.08	2246
708.15	-627.28	2294
506.76	-644.85	2310
733.86	-625.58	2266
988	-350.75	2262.73
510.57	-591.31	2302
744.13	-661.96	2286
506	-702	2292.14
1051.36	-347.4	2260.73
724.97	-727.67	2251.1
542.64	-598.63	2286
698.97	-739.67	2222.6
512.92	-634.33	2302
506.71	-644.29	2296
737.81	-641.16	2266
523.75	-585.75	2270
1162.82	12.92	2232.73
687.11	-646.77	2292
489.8	-631.07	2310
510	-726	2275.14
1199.72	56.48	2241.73
700.1	-635.95	2246
1373.92	-535.08	2272.73
488.79	-586.06	2282
712.61	-717.13	2322
507.02	-572.42	2264
724	-718	2257.1
481.24	-680.76	2328
678.37	-785.34	2250.6
723.26	-738.69	2258
539.12	-585.46	2292
712	-692	2265.1
546.66	-682.03	2310
767.05	-597.93	2248
506.3	-552.27	2248
687.28	-581.07	2288
556.23	-574.21	2254
712	-692	2230.1
532.67	-713.38	2276
738.91	-570.88	2222
540.32	-543.11	2298
728	-678	2214.6
514.85	-722.86	2282
704.75	-556.59	2254
505.86	-573.41	2282
702.36	-770.85	2256
553.25	-576.04	2306
694.36	-535.57	2268
527.58	-561.98	2240
717.13	-571.76	2286
515.03	-494.7	2274
682.81	-807.41	2306
750.59	-532.16	2244
700.81	-553.29	2258
736.03	-534.79	2276
508.12	-508.38	2344
1307.33	228.52	2271.73
716.33	-786.52	2282
535.08	-495.62	2288
682.94	-805.45	2280
696	-818	2243.6
485.58	-810.43	2248
700.66	-830.46	2286
519.8	-792.41	2288
1264.4	213.45	2286.73
759.25	-476.81	2266
700.35	-871.54	2238.1
562.89	-492.59	2294
470	-674	2267.14
670	-724	2248.6
559.79	-486.58	2292
712.26	-489.89	2290
470	-794	2254.14
705.22	-464.25	2268
815.91	-652.92	2282
852.69	-651.56	2246
739.14	-688.15	2270
707.53	-644.7	2262
851.07	-702.94	2274
747.22	-654.23	2202
825.04	-692.6	2248
849.92	-636.15	2254
831.33	-613.12	2246
858.56	-600.29	2236
840.84	-597.18	2238
765.44	-639.47	2262
819.69	-575.13	2244
748.92	-587.7	2242
1431.81	-286.68	2243.98
754.78	-777.5	2238
817.57	-757.22	2245.97
729.46	-732.54	2258
823.59	-588.49	2266
744.01	-615.62	2248
864.47	-573.96	2316
759.79	-602.13	2250
1236.36	0.36	2202.98
835.17	-784.96	2227.47
828	-774	2227.47
740.28	-553.6	2280
799.35	-491.41	2223.98
851.81	-574.71	2280
764.24	-727.94	2248
750.02	-749.72	2238
814.36	-564.88	2202
860.71	-525.52	2260
746.28	-545.19	2248
826.5	-554.17	2244
727.06	-559.04	2244
842.73	-536.42	2210
825.24	-713.85	2209.47
776.74	-545.56	2210
784.58	-503.46	2242
858.63	-508.72	2262
736.38	-508.67	2242
863	-560.44	2186
724.73	-791.66	2264
746.24	-504.79	2252
864.13	-497.1	2264
763.77	-523.83	2292
809.63	-532.09	2262
733.07	-500.85	2204
854.12	-506.85	2268
741.94	-513.39	2258
867.76	-505.36	2294
754.61	-520.35	2252
879.18	-509.42	2226
831.24	-683.85	2239.47
1272.43	128.22	2208.98
756.62	-472.14	2260
733.84	-832.97	2220
843.37	-525.79	2310
770.03	-519.5	2206
810.39	-516.02	2236
745.82	-497.65	2256
764.07	-462.19	2230
857.24	-695.85	2224.97
737.69	-460.95	2272
743.68	-460.41	2212
758.2	-488.51	2296
1373.46	-712.35	2184.58
1628.36	-748.08	2174.08
1564.84	-734.6	2268
714.48	-641.43	2272
697.08	-650.54	2236.71
622	-578	2206.71
1409.27	-601.98	2282
1251.97	127.13	2189.05
786	-826	2206.21
1214	-686	2158.58
1114	-584	2157.08
1700	-814	2137.08
720	-674	2239.71
1410	-792	2120.58
470	-696	2253.71
724	-604	2269.71
1016	-702	2134.58
593.98	-532.98	2221.21
1018	-690	2158.58
1108	-722	2168.58
708	-626	2232.71
574.38	-620.3	2225.71
522	-730	2244.71
1112	-692	2147.08
1722	-610	2150.08
1284	-608	2134.08
916	-774	2216.21
678	-596	2238.21
602	-592	2230.21
700	-678	2202.21
694	-726	2223.71
486	-794	2202.71
908	-798	2241.71
1139.2	-640.94	2137.58
706	-786	2252.21
1208	-708	2122.08
612	-606	2252.21
1182	-824	2133.08
990	-688	2139.08
594	-606	2209.71
612	-614	2196.71
778	-692	2257.21
1612	-616	2157.58
1498	-698	2136.58
1404	-816	2154.08
590	-602	2219.71
1306	-772	2114.58
608	-628	2252.21
1088	-526	2104.58
1220	-618	2129.58
1182	-724	2135.58
1084	-594	2166.58
694	-724	2248.71
990	-688	2104.58
710	-714	2206.21
970	-826	2167.58
900	-776	2208.71
1608	-796	2126.08
1720	-802	2159.58
772	-876	2197.71
686	-512	2249.71
884	-674	2226.21
648.37	-495.72	2250.71
908.53	-726.93	2238.71
932.97	-699.21	2248.71
745.85	-677.38	2224
1680	-724	2132.08
798.57	-575.71	2243.21
891.5	-732.65	2236.71
584	-724	2238.71
1438.22	-680.56	2294
1130.12	-681.3	2268
1116	-676	2167.58
705.06	-720.21	2217.21
876	-720	2225.71
1333.23	-653.06	2248
1590.3	-808.02	2153.58
1276	-696	2143.58
668.55	-638.11	2253.21
1427.26	-694.57	2156.08
1674	-782	2168.08
486.63	-592.39	2238.21
1290.22	-63.55	2154.05
1001.27	-758	2159.08
824	-708	2248.21
710	-724	2210.71
610	-614	2219.71
798	-608	2234.71
878	-624	2226.21
1112	-796	2178.08
788.41	-798.36	2250.71
900	-790	2216.21
672	-614	2202.21
1300	-776	2169.08
1698	-704	2157.08
1557.19	-664.54	2173.58
578	-708	2203.71
1098	-730	2143.08
682	-830	2196.71
886	-776	2221.21
686	-776	2198.71
1024	-682	2153.08
888	-800	2211.71
688	-594	2247.21
1090	-602	2149.58
1614	-698	2139.58
1172	-780	2135.08
882	-702	2223.71
1041.49	-601.65	2141.58
1112	-690	2126.58
588	-672	2217.21
980	-790	2180.58
874	-606	2238.21
622	-680	2199.71
1386	-730	2156.58
1166.13	-691.56	2172.08
889.09	-704.65	2256.71
765.67	-624.08	2209.21
604.06	-685.69	2220.71
1692.43	-739.74	2152.58
587.63	-622.49	2220.71
592.28	-638.35	2253.71
1178.24	-689.34	2154.08
821.07	-692.41	2243.21
1615	-720.67	2128.08
710	-686	2210.71
634.84	-673.13	2209.71
776.41	-612.79	2215.71
1404.82	-661.46	2161.58
1111.92	-679.91	2228
1610.31	-667.09	2135.58
999.53	-729.94	2126.08
1514.65	-785	2133.08
706.22	-694.49	2209.21
584.29	-649.63	2290
690.74	-715.93	2201.71
579.4	-579.88	2248.21
1716	-724	2137.08
622	-726	2231.21
528	-694	2242.21
1008	-714	2134.58
1588	-778	2170.58
1412	-690	2169.58
518.59	-579.24	2232.21
687.79	-750.81	2210.71
1084	-630	2153.58
1514	-710	2157.08
1570	-722	2137.08
1024	-408	2229.05
984	-772	2154.58
882	-616	2242.71
430.13	-644.07	2334
414.64	-667.48	2274.6
417.7	-639.14	2321.6
371.3	-602.6	2252
413.24	-615.21	2290
435.87	-643.54	2360
437.2	-622.56	2244
414.98	-618.28	2270
326.95	-706.31	2296.63
430.73	-702.4	2330.13
346.17	-727.48	2336.63
423.88	-603.73	2314
413.75	-617.57	2284
402.35	-564.61	2318
328.78	-727.11	2290.13
423.44	-735.34	2334.13
403.44	-749.34	2303.13
380.46	-570.78	2290
394	-674	2288.13
372	-616	2304.13
1251.05	88	2337.42
334.3	-682.97	2290
366.58	-498.66	2290.63
420.14	-752.29	2307.63
332.6	-690.58	2324
412.54	-503.62	2310
363.22	-464.19	2338.13
365.97	-720.35	2328
304.43	-467.13	2318
391.91	-496.03	2346
422	-474	2301.13
1001.19	62.48	2319.42
382.13	-486.17	2284
376.73	-483.29	2298
410.87	-461.77	2340
354.21	-702.62	2340.13
380.42	-582.72	2318.13
1089.1	141.67	2312.42
340.48	-594.49	2288
354.69	-601.58	2330
315.36	-647.99	2354.13
373.35	-590.78	2316
359.69	-671.19	2300
422	-610	2295.63
358.93	-672.16	2283.63
397.81	-587.77	2330
349.87	-635.02	2282
395.93	-654	2309.63
347.5	-609.79	2268
356.89	-640.38	2274
427.31	-625.84	2296
1228.37	-540.91	2282.92
374.02	-579.36	2352
345.24	-691.51	2301.63
388.85	-567.8	2256
380.79	-736.46	2325.13
426.82	-550.83	2270
410.5	-569.81	2284
417.81	-588.8	2328
400.66	-577.97	2264
350.69	-572.85	2318
427.63	-568.45	2320
378.16	-726.78	2284
358.84	-510.88	2322
370	-500	2346.63
343.6	-745.79	2244
383.71	-507.99	2288
388	-780	2312.63
394.46	-473.28	2292.13
381.8	-483.92	2296
366.55	-494.32	2302
842.56	-333.45	2339.92
389.41	-778.43	2308.13
370.19	-511.61	2338
351.78	-813.31	2319.13
