Y	X	Z
1055.66	-610.18	2170
1070.93	-566.01	2140
1118.5	-548.61	2158
1056.62	-536.71	2188
1082.41	-826.81	2190.45
1122.91	-534.98	2168
1092	-676	2199.45
1078.75	-860.86	2132
1087.31	-854.97	2240
1092	-674	2200.45
1080.15	-818.59	2196
1074	-704	2212.45
1111.81	-543.38	2132
1096	-700	2211.45
1114	-876	2176.45
1094	-894	2161.45
1051.73	-527.57	2182
1079.9	-525.7	2144
1055.21	-883.14	2130
1082.19	-508.09	2208
1126	-824	2195.45
1124	-810	2182.45
1138.66	-319.88	2204
1172.25	-290.47	2200
1156.93	-318.45	2170
1130.33	-380.94	2166
1099.28	-301.96	2172
1134.84	-273.68	2206
1141.11	-277.22	2205.72
1158.96	-309.27	2174
1116.46	-415.16	2222.72
1115.33	-295.91	2152
1146.01	-294.17	2170
1101.07	-355.87	2182
1156.05	-278.78	2182
1149.55	-423.72	2202
1160.49	-257.61	2174
1145.04	-259.95	2188
1142.16	-407.62	2188
1121.85	-242.52	2168
1141.55	-431.36	2172
1164.33	-439.06	2160
1110.51	-423.18	2190
1109.82	-243.76	2192
1173.67	-267.23	2220
1150.74	-402.88	2256
1130.25	-443.2	2120
1127.25	-197.21	2206
1154.98	-232.26	2174
1155.41	-221.63	2154
1100.1	-465.27	2158
1171.11	-162.85	2164
1162.3	-213.36	2184
1150.16	-457.64	2182
1153.89	-450.92	2228
1167.19	-175.83	2152
1180.74	-153.95	2172
1169.13	-109.51	2209.72
1125.52	-199.6	2138
1206.82	-148.39	2162
1173.64	-164.53	2128
1084.03	-526.57	2136
1156.05	-179.16	2196
1159.9	-133.9	2188
1171.02	-76.48	2205.72
1019.1	-687.74	2210
1040.08	-668.46	2194
1011.61	-637.92	2150
1077.93	-700.24	2158
997.36	-680.21	2174
1101.98	-776.18	2203.2
1036.63	-643.07	2178
1010	-722	2212.79
1038.59	-730.69	2210
991.5	-658.73	2210
1031.04	-685.75	2216
1033.89	-636.22	2190
1137.88	-535.23	2194.2
1032.36	-665.86	2190
1022	-724	2197.79
1025.59	-742.25	2130
1007.65	-803.71	2188.79
1038.97	-638.52	2216
1015.65	-773.71	2215.79
977.04	-764.47	2181.79
1057.54	-642.21	2236
1025.38	-572.75	2190
980	-702	2155.79
1038.36	-597.82	2212
1022.56	-622.46	2144
1029.71	-591.66	2142
1022.83	-611.13	2169.79
1028	-517.83	2186
1028	-730	2193.79
1001.77	-598.79	2205.79
994	-676	2178.79
970	-782	2196.79
1008	-678	2189.79
970	-782	2173.79
978	-774	2197.79
1014.51	-423.61	2170
1066.4	-305.58	2160
1094.71	-355.81	2150
1117.12	-312.12	2192
1083.7	-327.46	2178
1058.17	-332.63	2160
1076.1	-330.02	2156
1111.5	-301.41	2162
1101.01	-300.93	2156
1092.3	-332.76	2182
1110	-392	2198.25
1106	-316	2238.75
1063.2	-365.31	2180
1095.03	-304.01	2184
1235.66	-379.74	2231
1090.73	-381.35	2200
1079.68	-306.06	2172
1036.63	-379.94	2186
1051.36	-371.25	2054
1025.75	-419.73	2180
1074.52	-205.41	2184.75
1103.32	-251.25	2272
1073.81	-280.72	2208
1370.14	122.73	2204.5
1114.58	-234.82	2200
1112.26	-234.44	2202
1087	-433.3	2210
1115.18	-221.97	2180
1052.73	-416.88	2080
1092.7	-248.46	2142
1047.11	-428.93	2230
1076.94	-195.91	2192.25
1074.65	-225.21	2206
1128	-372	2185.25
1068.97	-440.14	2170
1074	-198	2219.75
1087.35	-194.52	2152
1098	-218	2217.25
1044.94	-443.35	2186
1062.89	-201.2	2196
1072	-208	2189.75
1096.58	-182.55	2138
1060.71	-162.31	2212
1068.15	-200.14	2258
1098	-190	2230.75
1093.22	-138.3	2164
1089.26	-482.73	2268
1307.28	-63.33	2152
1065.49	-163.67	2176
1065.71	-179.71	2176
1124	-294	2208.25
1074	-406	2206.75
1052.12	-502.26	2152
1654.42	-14.95	2086
1679.11	-20.43	2108
1662.51	-53.27	2142
1664.86	-24.66	2134
1668.67	-18.72	2134
1657.87	16.49	2110
1646.46	23.26	2122.73
1636.55	-37.46	2142
1828.06	35.1	2136.73
1627.95	-76.41	2150
1676.33	-66.8	2112
1636.53	-63.28	2142
1662.01	79.05	2160
1631.67	53.9	2106
1673.32	35.08	2124
1654.76	-93.49	2090
1635.83	90.78	2118
1636.79	62.02	2064
1624.32	-166.41	2128
1845.51	-3.39	2147.73
1656.39	-173.6	2132
1723.97	365.02	2258
1765.25	297.2	2260
1772.38	189.16	2224
1768.38	418.7	2118
1735.78	346.97	2102
1770.97	506.18	2206
1743.66	375.7	2192
1742.29	329.35	2192
1737.78	322.49	2188
1718.41	314.17	2200
1772.91	345.76	2180
1753.39	528.18	2148
1762.03	271.48	2182
1712.94	346.7	2182
1724.2	324.02	2198
1730.06	275.11	2180
1771.33	382.7	2206
1762.45	281.71	2252
1746.2	419.28	2136
1761.45	291.54	2200
1720.02	402.31	2150
1747.97	280.75	2136
1755.62	334.03	2188
1778.08	344.39	2278
1750.06	280.45	2182
1719.78	302.25	2154
1436	177.5	2121.25
1894	271.5	2159.75
1976	231.5	2180.75
1824	243.5	2227.25
1856	365.5	2196.25
1804	385.5	2146.25
1802	363.5	2146.75
1852	301.5	2105.75
1790	225.5	2136.25
1462	171.5	2175.75
1974	325.5	2188.25
1601.19	-39.6	2112
1576.1	-60.98	2149.01
1625.66	20.77	2176
1623.87	-100.62	2174.01
1625.41	1.62	2114
1626	0	2177.01
1604.33	-67.83	2038
1612.88	8.77	2134
1602.09	-33.76	2116
1620.05	-55.93	2104
1629.16	51.02	2134
1622.69	-129.38	2143.01
1611.71	78.37	2139.68
1600	-82	2167.01
1635.32	39.43	2128
1616	-18	2129.01
1546.4	-129.26	2148.18
1632.02	57.82	2146
1582	16	2147.01
1643.61	-85.62	2146
1640.55	-109.31	2134
1618	-12	2159.01
1614.36	65.88	2062
1600	-122	2131.01
1630.26	-119.19	2110
1631.1	-146.08	2176
1561.97	-116.62	2095.68
1641.53	-150.46	2120
1039.73	-346.79	2236.02
1017.33	-332.18	2194
1033.84	-336.45	2230
1016.51	-319.81	2234
1019.82	-354.25	2206
990.13	-377.49	2226.02
1031.8	-330.44	2250
1014.44	-360.29	2186
1030.7	-344.01	2238
1035.46	-332.18	2240
1011.5	-356.41	2154
1021.12	-261.43	2210
1014.08	-373.91	2218
1008.82	-384.02	2278
984	-306	2241.02
1010.78	-260.48	2196
1023.88	-281.18	2264
984	-414	2238.02
1009.59	-361	2248
1012.95	-418.65	2132
996.39	-402.48	2194
993.53	-233.91	2174
1017.04	-223.28	2272
1087.08	-285.05	2218.85
1020.7	-248.7	2238
988.21	-229.77	2234
1047.1	-398.43	2258
1000	-398	2228.02
1015.54	-226.68	2232
1043.5	-216.97	2246
978	-396	2186.02
1016	-324	2244.02
1006.37	-478.66	2234
934.7	-292.4	2242
952.16	-297.93	2236
949.57	-323.77	2248
961.15	-317.15	2248
977.39	-320.72	2278
957.43	-318.31	2214
984.12	-345.24	2278
957.09	-342.41	2240
953.42	-339.61	2276
969.31	-277.37	2220
959.53	-263.67	2260
963.3	-397.97	2260
950.45	-258.81	2298
1148.3	-330.79	2214.17
1016.06	-254.38	2200
992.68	-425.81	2236
943.86	-217.39	2298
1010.65	-181.54	2248.5
973.97	-219.37	2258
992.22	-210.58	2196
959.78	-170.44	2244
965.7	-204.69	2248
967.1	-159.21	2268
980.11	-460.29	2260
916.83	-445.7	2280
949.4	-467.88	2276
1004.81	-175.37	2292
976.8	-157.6	2274
931.62	-147.94	2264
1004.39	-211.61	2230
996	-118	2266
918.18	-117.79	2266
995.42	-181.07	2221.5
949.31	-118.03	2302
980.03	-116.39	2238
952.47	-98.66	2270
980.16	-128.77	2276
960.68	-134.12	2254
937.83	-121.05	2270
892.78	-285.78	2251
899.17	-312.86	2253
867.91	-261.51	2250.92
922.08	-291.02	2265
854.99	-324.39	2223
917.75	-353.04	2225
850.49	-306.09	2271
926.05	-328.36	2235
912.14	-352.06	2230.92
871.23	-305.1	2257
898.66	-243.69	2235
892.73	-350.47	2217
881.96	-360.72	2268.92
877.03	-200.64	2235.92
829.27	-354.22	2321
908.76	-384.12	2211
886.85	-257.53	2227
934.62	-232.58	2211
921.42	-221.9	2231
904.21	-217.51	2219
925.86	-434.5	2253.92
935.6	-219.86	2223
908	-382	2255.92
936.77	-200.07	2257
880	-306	2255.92
907.77	-431.66	2251
920	-204	2256.92
886	-294	2224.92
895.61	-386.37	2265
901.72	-197.32	2283
904.2	-413.59	2205
880.32	-196.08	2301
912.89	-201.56	2249
904.94	-142.95	2193
886.67	-443.54	2291
876.61	-164.77	2241
890.37	-118.48	2259
811.44	-305.85	2242
873.98	-275.92	2268
799.81	-304.82	2254
813.33	-308.26	2248
836.45	-291.65	2220
819.32	-296.88	2222
858.01	-290.63	2254
805.58	-318.88	2232
826.34	-283.37	2282
831.13	-327.86	2254
866.28	-264.66	2268
826.76	-352.24	2230
817.81	-247.69	2258
800.03	-232.7	2240
833.79	-218.66	2250
817.5	-203.16	2254
817.97	-218.38	2230
853.88	-211.51	2280
829.13	-234.34	2274
870.06	-219.99	2222
818.9	-198.26	2248
841.67	-196.83	2258
831.01	-215.92	2222
815.89	-439.9	2258
827.16	-167.33	2250
853.71	-132.87	2202
838.79	-419.59	2210
830.31	-465.33	2308
844.1	-126.23	2260
826.97	-427.42	2234
846.72	-147.52	2246
798.57	-139.83	2236
813.37	-128.6	2246
875.25	-121.7	2264
705.6	-316.69	2306
685.93	-295.91	2308
679.57	-269.27	2280.21
692.22	-306.52	2332
669.3	-243.61	2264
683.23	-300.21	2290
676.87	-270.3	2350
694	-184	2296.47
672	-276	2276.22
704.71	-228.91	2313.22
703.19	-249.8	2264
651.93	-249.97	2248
668.05	-357.7	2256
666.44	-217.49	2228
697.18	-374.03	2266
719.8	-224	2326
725.12	-224.26	2269.9
695.87	-207.34	2224
673.31	-190.32	2278
718.81	-216.68	2224
717.11	-224.13	2216
716.94	-211.52	2226
660.04	-379.16	2284
681.06	-171.13	2224
702.97	-400.8	2328
664.86	-151.87	2258
699.67	-425.82	2284
704.1	-178.4	2280
710.21	-124.92	2310
721.42	-287.07	2260
726.47	-302.94	2268
751.17	-321.35	2274
731.88	-286.34	2298
743.33	-278.34	2290
736.99	-267.34	2318
704.52	-287.49	2294
724.54	-281.06	2256
712.41	-311.56	2284
676.87	-283.11	2300
667.38	-253.56	2270
729.31	-350.44	2286.45
680.41	-249.26	2266
720	-290	2288.36
730.7	-262.39	2270
734.84	-342.62	2308
746.87	-355.45	2290
702.74	-300.95	2322
719.78	-254.17	2260
712.82	-368.09	2298
743.34	-255.11	2270
685.05	-243.24	2290
718.08	-373.66	2308
737.81	-345.56	2260
710.89	-221.78	2280
657.82	-410.19	2296
670.92	-401.54	2272
760.2	-214.86	2308.15
710.34	-148.26	2266
724	-298	2319.72
683.54	-145.06	2274
697.1	-185.19	2272
662.58	-160.02	2286
695.14	-413.29	2262
759.69	-159.2	2260
692.42	-129.06	2270
718	-330	2250.6
753.71	-141.39	2258
735.82	-124.97	2280
720	-288	2299.6
740.06	-136.33	2276
649.94	-267.82	2275.51
599.18	-291.69	2314
638.52	-302.06	2296
618.94	-290	2330
621.32	-283.75	2300
633.28	-269.3	2286
653.28	-278.31	2276
668.5	-288.15	2302
640.1	-306.13	2276
636.35	-301.31	2244
647.48	-307.01	2322
617.75	-265.2	2242
613.53	-316.22	2272
597.09	-317.46	2276
636.66	-286.26	2272
626.97	-258.92	2332
608.31	-280.78	2268
608.63	-337.53	2299.51
597.56	-254.93	2262
653.53	-310.14	2304
645.52	-276.43	2292
647.35	-222.11	2288
594.8	-349.11	2272.51
638.13	-242.85	2298
631.56	-344.15	2222
643.35	-245.69	2314
646.05	-367.51	2302
634.49	-376.82	2288
611.73	-207.83	2298
635.27	-392.55	2305.01
617.56	-364.46	2292
589.7	-375.61	2314
617.14	-186.18	2328
612.04	-399.56	2336
621.23	-408.52	2276
586.15	-380.5	2262
649.17	-409.88	2306
644.25	-450.52	2302
653.62	-146.42	2306
614.95	-440.34	2278
604	-424	2320.51
648.83	-119.73	2344
565.23	-263.35	2322.67
527.53	-271.92	2293
556.3	-312.99	2305
549.98	-266.93	2287
599.05	-318.86	2327
557.79	-260.44	2325
530.68	-280.85	2323
582.19	-194.75	2318.67
552.18	-244.69	2305
585.61	-232.1	2289
551.48	-330.02	2273
535.2	-229.29	2287
596.19	-234.48	2337
613.86	-208.2	2359
584.87	-218.71	2261
581.66	-334.83	2291
548.52	-222.07	2339
580.6	-205.61	2273
574	-174.59	2335
538.73	-389.06	2371
524.7	-365.7	2365
585.13	-197.3	2293
616	-200	2299.67
560.71	-160.3	2299
551.55	-380.02	2297
563.95	-150.93	2291
590.95	-149.52	2325
620	-174	2315.67
473.41	-220.4	2287
545.09	-369.24	2305
516.33	-405.98	2289
490	-222	2309.2
482.46	-390.68	2301
476	-292	2285.2
501.66	-201.45	2297
497.11	-160.5	2295
499.81	-204.02	2311
496	-330	2309.2
470	-86	2334.2
526.45	-411.1	2317
505.53	-266.58	2331
504.92	-299.14	2293
471.13	-181.38	2247
498.44	-200.25	2305
500.39	-227.46	2305
512	-390	2295.2
570.74	-131.84	2337
521.18	-258.72	2351
545.16	-143.83	2335
448.48	-343.34	2283
514.7	-265.8	2289
472	-194	2318.2
500.44	-236.01	2381
527.77	-187.44	2329
520	-176	2321.2
529.19	-276.7	2341
519	-208.11	2291
484	-204	2304.2
500	-414	2329.2
499.75	-312.79	2283
488	-188	2344.2
484	-326	2289.2
536.87	-316.07	2307
543.75	-135.17	2369
494	-176	2299.2
547.85	-167.3	2316.8
529.39	-206.91	2335.8
550.66	-118.83	2270.8
516.37	-169.37	2302.8
580.76	-174.21	2285.3
562.34	-165.53	2322.8
571.69	-196.81	2325.3
544.43	-113.56	2279.8
549.64	-123.28	2312.8
550.66	-118.83	2269.3
546.92	-69.79	2270.8
438.26	-255.31	2364
414.27	-261.52	2352
400	-308	2329.5
401.1	-245.41	2372
413.4	-278.95	2262
393.69	-243.06	2322
429.59	-270.27	2342
452.01	-248.62	2380
784.25	-678.48	2366
410	-270.49	2342
787.26	-712.98	2317.5
402.13	-234.68	2286
432.62	-298.08	2356
358.95	-1485.1	2351.5
457.84	-248.81	2368
437.03	-244.02	2382
388	-222	2347
470.24	-180	2378
780.89	-568.03	2374
397.88	-200.81	2334
424.46	-195.49	2410
784.93	-562.7	2322
426	-230	2316.5
434.04	-174.44	2354
392.1	-164.3	2376
427.03	-203.91	2426
385.79	-337.36	2420
824.26	-684.81	2298.5
403.6	-199.86	2350
431.31	-156.19	2366
440.03	-378.06	2388
376	-390	2333
423.93	-357.21	2340
442.34	-384.48	2394
427.31	-72.71	2342
378	-272	2301
476.1	-399.18	2310
432.04	-418.6	2322
446.31	-392.44	2364
1236.03	-763.93	2342.5
456.65	-166.73	2292
770.41	-581.95	2310.5
419.57	-391.66	2356
404.49	-1518.02	2335
433.73	-445.15	2368
421.98	-435.14	2362
1573.96	-36.87	2162
1530.28	-34.3	2148
1533.32	0.1	2176
1560.38	-50.38	2146
1530.38	-26.39	2130
1626	-86	2167.7
1526.11	28.38	2166
1549.25	33.88	2142
1557.22	-57.42	2130
1515.18	25.99	2124
1544.76	11.52	2158
1547.07	22.18	2146
1537.65	25.98	2122
1526.23	67.49	2224
1555.8	62.31	2138
1539.06	-76.43	2198
1568.28	-88.15	2114
1549.33	84.86	2182
1476	-112	2121.2
1585.54	62.58	2140
1521.6	-91.93	2192
1524.01	-90.83	2178
1540.54	93.73	2140
1559.7	-112.56	2092
1454	100	2134.7
1544.65	97.5	2168
1804	-780	2167.2
1540.22	-143.96	2146
1595.99	111.39	2194
1566.9	152.51	2136
1577.31	164.22	2206
1573.15	161.71	2212
1584.25	133.18	2160
1533.49	-203.57	2236
1541.79	-160.66	2168
1542.2	-170.11	2140
1508.23	-212.6	2148
1680.47	353.31	2182
1686	302	2131.43
1690.49	414.05	2160.43
1696.79	392.68	2220
1720.07	273.74	2206
1695.99	293.27	2168.43
1743.27	382.18	2140
1694	324	2147.43
1706.51	406.18	2202
1693.18	343.61	2144
1708	282	2159.43
1708.13	385.11	2164
1726.27	378.64	2110
1728.87	427.73	2153.43
1692.78	365.56	2228
1686	298	2127.43
1695.55	250.88	2116
1672.89	348.26	2112
1695.17	283.23	2126
1738.61	399.56	2139.43
1734.16	281.19	2134
1695.61	357.42	2142
1741.41	275.6	2124
1713.9	465.25	2102
1730.13	402.32	2114
1729.96	303.08	2164
1659.84	248.02	2136
1743.82	359.34	2138
1713.19	294.66	2218
1695.62	289.78	2139.43
1726.61	399.56	2121.43
1638.72	57.11	2158.29
1611.05	370.36	2198.29
1598.65	25.9	2166.29
1476.03	-13.9	2166
1495.88	-35.98	2184
1518.97	10.57	2158
1489.18	8.84	2138
1575.14	31.46	2164.94
1503.59	31.1	2182
1508.53	44.42	2086
1507.87	10.55	2216
1539.25	41.52	2138
1507.07	7.78	2162
1505.42	-72.43	2082
1509.95	62.24	2104
1503.73	-57.62	2166
1534.44	37.43	2154
1484	70	2183.41
1473.82	64.42	2098
1516.37	-53.79	2194
1468.83	86.81	2156
1528	80	2154.41
1529.91	-68.58	2190
1485.95	-121.21	2165.41
1526.5	93.45	2154
1494.62	-111.46	2196
1512	-6	2176.41
1519.08	105.91	2228
1511.77	128.94	2174
1486	-74	2180.41
1474	118	2150.41
1496.05	130.18	2208
1546.56	119.35	2180
1522.77	-166.59	2211.94
1527.67	117.22	2220
1474.45	136.07	2138
1508	86	2155.41
1400.64	-9.72	2184.83
1441.14	-10.79	2226
1447.65	34.26	2218
1424.54	6.09	2162
1469.65	-8.82	2218
1417.18	18	2194
1382.94	-16.71	2172
1440.44	-32.4	2212
1430.68	-6.13	2174
1439.42	55.25	2208
1457.51	40.08	2218
1453.6	-93.7	2212
1456.06	40.31	2200
1409.88	85.79	2170
1432.26	-95.46	2174
1417.31	-74.39	2160
1443.42	-75.96	2152
1449.12	78.72	2160
1451.22	92.08	2200
1425.7	116.24	2134
1440.3	-145.43	2192
1434.7	142.7	2180
1439.34	141.93	2192
1424.27	-117.26	2182
1415.35	-137.88	2198
1458.65	183.6	2182
1454.1	166.46	2146
1465.69	180.29	2192
1404	-184	2191.83
1425.29	170.86	2228
1384	-194	2149.33
1486.99	186.09	2220
1390	-186	2175.83
1459.41	-180.73	2144
1376.87	-160.64	2210
1424	-198	2172.33
1621.12	346.31	2177
1630.39	336.81	2147
1656.97	336.37	2177
1642.76	330.66	2101
1651.95	316.93	2163
1627.21	307.95	2163
1615.36	329.78	2103
1644.48	357.5	2211
1662.25	387.16	2145
1665.01	403.42	2129
1620.97	363.4	2233
1652.21	345.41	2189
1647.37	421.84	2153
1687.8	396.88	2193
1674.87	417.86	2119
1643.39	309.4	2167
1637.29	420.42	2127
1625.56	299.66	2141
1655.13	308.36	2135
1656.39	275.6	2181
1608.34	286.49	2173
1664.91	285.43	2147
1644.66	245.38	2165
1657.24	450.04	2153
1614.55	264.89	2185
1646.49	453.14	2149
1662.16	242.67	2113
1674.31	462.51	2177
1649.57	248.95	2105
1637.15	219.33	2165
1643.45	233.85	2159
1679.01	220.39	2153
1631.08	479.56	2139
1393.62	45.21	2252
1392.54	0.39	2210
1366.8	4.9	2170
1328.18	-4.01	2128
1400.88	38.64	2160
1419.67	-20.96	2208
1374.09	9.31	2182
1394.34	4.84	2168
1350.9	-30.64	2192
1385.41	93.24	2197.33
1362.44	64.11	2211.83
1389.55	24.15	2128
1363.78	22.42	2214
1393.76	-65.78	2232
1378.72	44.18	2114
1385.36	-52.84	2174
1645.27	-474.89	2199.22
1387.77	-33.25	2188
1414.29	47.82	2250
1407.49	110.51	2184.33
1383.83	-80.05	2150
1376.39	-85.56	2150
1353.59	-70.72	2272
1376	92	2206.83
1374.12	-60.03	2098
1429.18	61.48	2204
1363.05	135.43	2165.33
1379.71	-66.66	2182
1376.38	-65.61	2128
1395.34	101.68	2116
1412.61	130.35	2193.83
1364.29	-60.97	2168
1400.23	75.76	2200
1399.36	140.81	2206
1358.57	-113.68	2192
1377.44	183.51	2175.83
1374	78	2206.83
1377.29	142.28	2158
1391.71	-101.69	2164
1372.48	-154.96	2226
1336.57	-143.57	2174
1420.26	151.65	2210
1325.08	-140.49	2166
1374	-8	2195.83
1350.15	-159.94	2180
1382.24	-133.84	2160
1567.06	363.57	2204
1594.73	327.01	2156
1634.39	335.88	2158
1621.51	356.91	2185.5
1622.94	382.97	2173.5
1620.99	324.51	2172
1600	406	2186.5
1566.44	391.54	2187
1623.19	329.53	2191.5
1599.81	399.26	2157
1599.57	390.05	2130
1615.18	253.46	2180.5
1588	318	2207.5
1610	414	2206
1557.79	348.41	2190
1609.38	343.16	2142
1615.62	361.67	2256
1574.76	381.36	2126
1625.87	283.61	2195.5
1612.41	299.51	2194
1595.32	377.33	2162
1601.48	254.82	2192
1573.96	432.46	2226
1603.51	377.76	2196
1594.69	354.17	2156
1570.64	349.64	2150
1594.38	330.38	2168
1616.07	352.66	2168
1815.55	17.78	2126
1576.2	300.76	2184
1589.68	314.95	2194
1603.54	335.2	2186
1600.94	380.81	2192
1591.86	324.49	2180
1653.96	324.89	2144
1605.44	321.29	2210
1584.93	256.71	2153.5
1614	298	2160
1300.64	-9.72	2184.83
1341.14	-10.79	2226
1347.65	34.26	2218
1324.54	6.09	2162
1369.65	-8.82	2218
1317.18	18	2194
1282.94	-16.71	2172
1340.44	-32.4	2212
1330.68	-6.13	2174
1357.51	40.08	2218
1356.06	40.31	2200
1309.88	85.79	2170
1317.31	-74.39	2160
1349.12	78.72	2160
1351.22	92.08	2200
1340.3	-145.43	2192
1339.34	141.93	2192
1315.35	-137.88	2198
1365.69	180.29	2192
1304	-184	2191.83
1325.29	170.86	2228
1386.99	186.09	2220
1290	-186	2175.83
1315.35	-137.88	2198
1358.65	133.6	2182
1354.1	136.46	2146
1365.69	140.29	2192
1304	-154	2191.83
1325.29	170.86	2228
1284	-194	2149.33
1290	-146	2175.83
1359.41	-140.73	2144
1276.87	-120.64	2210
1328.65	63.6	2182
1314.1	106.46	2146
1335.69	100.29	2192
1305.29	170.86	2228
1756.97	286.74	2163.41
1533.71	327.88	2184
1533.3	368.83	2194
1566.26	362.91	2190
1528.75	310.46	2172
1538.09	406.04	2188
1555.98	276.19	2192
1551	286.21	2154
1557.87	254.16	2190
1522.2	250.16	2196.11
1559.12	436.22	2210
1525.38	275.61	2150
1567.2	424.1	2174
1518.68	251.95	2182
1522.26	254.82	2164
1531.18	473.41	2172
1512.45	236.17	2170.11
1514.18	449.23	2176
1532.83	253	2206
1517.78	198.18	2244
1526.97	508.08	2208
1493.24	211.77	2226
1530.49	492.77	2194
1525.33	238.31	2130
1516.66	208.6	2138
1526.66	235.33	2194
1506.74	240.62	2228
1557.11	522.42	2176
1543.23	525.62	2188
1538.02	219.1	2192
1548.21	191.3	2152
1232.97	22.47	2208
1304.26	46.41	2212
1259.3	27.43	2230
1231.26	40.23	2230
1261.38	-16.38	2238
1210.69	9.05	2240
1265.85	55.17	2198
1303.21	58.43	2221.86
1483.85	119.46	2191.57
1412.39	-374.19	2231.07
1239.35	21.55	2234
1236.31	21.65	2238
1257.55	9.27	2178
1225.16	73.72	2222
1259.86	26.38	2214
1221.49	-6.69	2198
1239.47	56.07	2202
1240.43	43.66	2230
1212.98	-63.62	2198
1275.01	-41.66	2194
1218.99	-70.76	2216
1236.32	-32.31	2192
1250.27	-38.61	2194
1241.93	-55.14	2274
1224.15	-83.23	2230
1238.44	-86.86	2238
1248.49	-93.52	2208
1255.87	-105.45	2206
1287.53	136.3	2202
1314.34	159.43	2274
1191.08	-101.1	2252
1265.14	-115.26	2240
1297.96	159.04	2203.36
1252.47	-144.75	2248
1254.89	137.86	2246
1282.79	188.44	2222
1266.64	-108.68	2300
1286.57	167.72	2244
1267.69	172.02	2200
1216.76	-136.2	2252
1264.56	185.75	2254
1267.04	-165.32	2202
1241.85	-146.36	2282
1310.29	221.84	2226
1479.99	374.73	2187
1470.49	337.11	2113
1451.13	376.9	2237
1434.07	343.81	2199
1446.51	376.65	2167
1472	418	2196.99
1452.78	361.98	2189
1480.1	400.46	2207.99
1480.08	360.71	2149
1483.49	434.92	2188.99
1488.6	368.58	2219
1506	412	2220.99
1501.98	377.77	2179
1466.97	320.74	2219
1524.44	415.89	2180.99
1487.51	397.28	2221
1528	408	2230.99
1504.31	451.39	2189.99
1501.96	307.02	2176.99
1484	374	2219.99
1461.49	316.17	2191
1461.89	270.03	2171
1506.26	464.57	2163.99
1484.85	314.76	2171
1457.78	443.29	2185
1453.93	254.32	2217
1459.12	291.18	2179
1468.98	287.33	2187.99
1452.8	479.74	2199
1464.41	249.04	2131
1457.1	432.27	2221
1494.55	490.1	2189.99
1444.68	271.65	2145
1465.45	457.9	2181
1474.07	246.44	2173
1470.58	239.89	2125
1467.58	236.9	2209
1482	508	2177.99
1493.47	497.03	2245
1475.36	513.06	2127
1485.54	517.93	2221
1459.01	217.41	2257
1486.26	560.38	2161
1503.97	537.91	2177
1472	386	2229.99
1464.94	308.7	2209.99
1195.43	0.53	2222
1246.81	2.16	2202
1205.99	-61.67	2206
1175.8	123.95	2235.88
1141.13	-40.31	2178
1166.6	-56	2182
1144.46	-34	2144
1202.65	106.71	2200
1205.45	-56.13	2192
1188.09	-78.64	2134
1169.91	-85.88	2206
719.12	1517.36	2187.25
1196.83	-65.9	2164
1178.41	-66.74	2180
1203.04	199.26	2248.38
1205.04	201.26	2211.38
1213.34	-109.59	2164
1145.42	98.47	2180
1180.71	-132.1	2222.88
1160.92	112.63	2154
1214.92	-121.88	2204
1183.66	176.46	2142
1172.63	173.37	2076
1170	100	2206.38
1170.59	162.99	2190
1240.85	-133.64	2210
1154.67	192.26	2192
1179.93	155.99	2258
1217.71	-124.75	2228
1212	102	2220.38
1228	76	2228.38
735.75	-1371.91	2237.25
1154.64	171.96	2158
1184	14	2252.88
1229.64	194.36	2162
1172	-178	2221.38
1182.4	211.88	2204
1170	-184	2242.38
1591.61	261.58	2262.25
870.63	-1474.77	2164.25
1185.44	-172.32	2180
1220	100	2223.88
1195.43	-185.99	2204
1192.36	-139.38	2174
1211.01	233.46	2174
1156.36	245.58	2130
1174	-92	2209.88
1211.58	-166.63	2212
573.69	1524.08	2160.25
1245.26	-183.27	2194
1210	14	2243.38
1196	26	2237.38
1163.62	-201.78	2108
1232.02	-178.27	2196
1186.94	247.46	2286
1228	-216	2209.88
1216	128	2174.38
1598.14	694.71	2224.25
1169.33	-215.46	2178
1208.22	-205.32	2172
1208.44	-179.12	2214
1164.99	273.97	2264
1176.63	-228.95	2184
1191.11	-192.41	2174
1182.87	-200.28	2124
1182.02	-201.54	2134
1184	14	2207.88
1188	-172	2202.88
1192	-6	2231.38
1224	96	2242.38
1399.86	396.36	2221.88
1427.21	355.61	2230
1440.84	326.95	2158
1662.06	234.5	2231.25
1381.93	368.43	2210
1426.96	354.81	2236
1413.86	361.04	2166
1412.7	354.69	2148
1415.35	377.56	2180
1425.44	285.27	2202.38
1439.44	285.27	2234.38
1405.02	346.84	2234
1396.74	304.94	2185.38
1404	310	2207.88
1378.74	330.94	2188.88
1430.74	282.94	2216.38
1405.27	391.17	2106
1446.41	356.53	2198
1392.74	278.94	2216.38
1422	300	2186.38
1418.39	399.72	2250
1422.53	286.39	2232.88
1437.48	299.9	2174
1398.25	293	2195.38
1420.53	300.39	2216.88
1392	288	2234.88
1427.66	311.55	2248
1385.65	322.25	2162
1402	412	2199.38
1406	394	2218.88
1427.58	321.76	2174
1424.61	407.12	2168.75
1404.53	434.97	2202
1421.5	416.01	2122
1406.12	265.29	2070
1404.49	305.45	2200
1378	410	2147.25
1393.29	283.04	2204
